# index, male, _pos
10189,0,"array([21.30981748, -9.42810675])"
10190,0,"array([ 11.70673109, -23.22640592])"
10191,0,"array([ 2.76535675, 18.84298638])"
10192,1,"array([12.20079185, -5.76255277])"
10193,1,"array([13.10174884, -1.99877961])"
10194,1,"array([10.57621646, 18.61079646])"
10195,1,"array([ 24.99751914, -19.84993778])"
10196,1,"array([ 4.06345948, 11.34035462])"
10197,0,"array([ 17.94221799, -15.74094484])"
10198,0,"array([19.24150367, -3.65685844])"
10199,0,"array([24.37655406,  0.7655412 ])"
10200,0,"array([ 13.76921475, -18.9456    ])"
10201,0,"array([ 12.32360312, -18.28259406])"
10202,0,"array([13.94210889, -8.81036982])"
10203,0,"array([-14.66227943,  -8.2603962 ])"
10204,1,"array([-1.70109373, -6.52690916])"
10205,1,"array([ 13.75654162, -16.02166385])"
10206,1,"array([ 3.46407135, 14.90557085])"
10207,0,"array([15.82219957, -2.14875709])"
10208,0,"array([ 14.93570217, -10.37611284])"
10209,0,"array([ 13.33795738, -17.93002506])"
10210,0,"array([  3.46349511, -20.24173453])"
10211,0,"array([13.56103982,  0.61965321])"
10212,1,"array([  4.5783888 , -12.72640634])"
10213,0,"array([10.31623284, -8.69283254])"
10214,1,"array([22.08694705, -9.04699431])"
10215,0,"array([16.7482042 , -4.91521415])"
10216,1,"array([-14.67653728, 107.51321756])"
10217,0,"array([-14.91684644, 108.43264301])"
10218,0,"array([23.44572523,  8.24427614])"
10219,0,"array([17.27829887, -1.55262965])"
10220,0,"array([ 28.1068265 , -22.20690732])"
10221,0,"array([15.3823939 , -6.58868876])"
10222,0,"array([ 2.96791839, -8.06887454])"
10223,0,"array([12.36304475, -7.58274711])"
10224,0,"array([19.9699835 , -1.77647574])"
10225,0,"array([  1.17126741, -16.31894129])"
10226,1,"array([ 21.17489695, -29.96210217])"
10227,0,"array([ 5.1548487 , -1.05831107])"
10228,0,"array([33.84384056, -2.2518654 ])"
10229,0,"array([11.82355424, -0.02453677])"
10230,0,"array([10.43645778, -1.2743083 ])"
10231,1,"array([ 31.64602981, -17.67392742])"
10232,0,"array([ 12.67054941, -18.37532691])"
10233,0,"array([12.49095542,  2.4169487 ])"
10234,0,"array([15.13728839,  5.17425521])"
10235,0,"array([19.04800109,  0.66704291])"
10236,0,"array([31.2611151 ,  9.90839138])"
10237,1,"array([15.62513375, -2.23559984])"
10238,1,"array([26.80128377,  4.97290943])"
10239,1,"array([ 0.91054044, -0.9317043 ])"
10240,1,"array([-1.31793847, 14.46156528])"
10241,1,"array([-1.74367176, 14.26005961])"
10242,0,"array([26.8711869 ,  7.36218972])"
10243,0,"array([11.41268167, 16.33453559])"
10244,0,"array([ 27.37934545, -12.9723967 ])"
10245,0,"array([17.05960935,  7.4910822 ])"
10246,0,"array([ 18.18504358, -34.48153343])"
10247,0,"array([23.00530848, 14.92146051])"
10248,0,"array([10.4751092 , 18.01584175])"
10249,0,"array([ 15.23699567, -14.11354647])"
10250,0,"array([ 35.80493368, -12.66880916])"
10251,0,"array([ 13.87245594, -13.01691504])"
10252,1,"array([ 17.96951075, -26.60230592])"
10253,0,"array([ 19.40315592, -32.10332518])"
10254,1,"array([ 2.15629949, -1.02778384])"
10255,1,"array([ 15.66576547, -11.05835268])"
10256,1,"array([ 3.10342069, 13.18728943])"
10257,1,"array([ 18.15329597, -35.67842901])"
10258,0,"array([ 11.60053121, -11.65368807])"
10259,0,"array([15.77704889, -6.7353472 ])"
10260,0,"array([ 6.37595411, 10.47247987])"
10261,0,"array([ 26.11158785, -17.56163984])"
10262,0,"array([ 22.42684411, -11.27704689])"
10263,0,"array([  6.04027168, -11.36587423])"
10264,1,"array([23.33630163, 14.59169913])"
10265,0,"array([8.67214707, 2.68904956])"
10266,0,"array([15.55338255, -0.67605096])"
10267,0,"array([18.53143059, -8.41764788])"
10268,0,"array([18.44695083, -4.6112553 ])"
10269,1,"array([28.99369573,  9.87097085])"
10270,1,"array([21.2057723 ,  9.12309944])"
10271,1,"array([-14.72347206,  -8.95315782])"
10272,1,"array([ 16.08523623, -25.28920746])"
10273,1,"array([ 38.92360905, -15.51070531])"
10274,1,"array([ 1.48462569, -8.53006561])"
10275,0,"array([ -1.41489597, -11.61480828])"
10276,1,"array([ -7.09081055, -17.80803863])"
10277,0,"array([13.45712898, -9.31164315])"
10278,0,"array([17.4396301 , -6.43171467])"
10279,0,"array([7.4417748 , 3.40136374])"
10280,0,"array([30.94593983, 14.07380823])"
10281,0,"array([14.05253574, -0.86147776])"
10282,0,"array([28.62666158,  3.60018311])"
10283,0,"array([-6.23995032, -8.35269301])"
10284,1,"array([28.60848348,  8.38681539])"
10285,1,"array([21.74353541,  3.99630037])"
10286,1,"array([13.35569218, -7.40696913])"
10287,1,"array([20.65396039,  6.15830294])"
10288,1,"array([ 2.04263887, 10.98855804])"
10289,0,"array([6.00834701, 7.97825276])"
10290,1,"array([21.44825412, -2.38515901])"
10291,0,"array([18.5844605 , -1.62990248])"
10292,0,"array([22.57096713,  0.16288951])"
10293,0,"array([34.19577285, -7.90527397])"
10294,1,"array([ 35.28300403, -13.22005979])"
10295,1,"array([15.28027693,  5.96014943])"
10296,1,"array([18.26047666, 13.11744563])"
10297,1,"array([25.71169577, 19.64909808])"
10298,1,"array([  1.28678608, -11.85682402])"
10299,0,"array([ -1.33986946, -16.43336926])"
10300,0,"array([26.81158709,  5.42167264])"
10301,0,"array([ 1.60199002, 16.32032587])"
10302,1,"array([ 3.72020248, 18.50440658])"
10303,1,"array([20.05343922,  5.66602737])"
10304,1,"array([30.06230702,  8.4783522 ])"
10305,1,"array([110.79306738, -61.7918291 ])"
10306,0,"array([110.70813407, -62.69298325])"
10307,0,"array([21.22521136, -6.41508775])"
10308,0,"array([11.50436127,  1.51978725])"
10309,1,"array([ 9.60515305, -3.11804252])"
10310,1,"array([ -7.66027331, -10.09531297])"
10311,1,"array([  7.72909756, -24.48056981])"
10312,1,"array([ 28.42890914, -29.80201359])"
10313,0,"array([35.85978828, -7.31380699])"
10314,0,"array([23.20687555, -0.5306115 ])"
10315,0,"array([ 22.05031494, -22.45840606])"
10316,0,"array([ 22.31420463, -25.23251779])"
10317,0,"array([10.87894571, 18.22632572])"
10318,1,"array([ 27.16784579, -21.65080685])"
10319,1,"array([28.1638006 ,  3.39038285])"
10320,0,"array([ 29.12414627, -12.01887368])"
10321,0,"array([-13.41557982,  -6.17996134])"
10322,0,"array([-0.74652143, 16.40104715])"
10323,1,"array([ 10.17425349, -15.02857769])"
10324,1,"array([12.98512602,  4.68517697])"
10325,0,"array([17.70785982, -2.86080447])"
10326,0,"array([22.15311151,  9.46103395])"
10327,0,"array([10.98474615,  0.30183012])"
10328,0,"array([20.96022515, -7.39479719])"
10329,1,"array([20.10417181, -9.59733583])"
10330,1,"array([ 14.90612467, -22.93304373])"
10331,0,"array([ 17.45551145, -25.07765984])"
10332,1,"array([ 5.48828418, 13.86131447])"
10333,1,"array([ 1.04777926, -2.94565652])"
10334,1,"array([19.80587524, -6.02579283])"
10335,1,"array([11.94440764, 19.60785378])"
10336,1,"array([ 11.34569494, -24.84442295])"
10337,0,"array([  9.92318248, -24.37243007])"
10338,1,"array([ 20.44358376, -35.83360897])"
10339,0,"array([-14.47525995, 106.73059259])"
10340,0,"array([14.01549865,  1.10317267])"
10341,0,"array([10.04021828, 16.78924866])"
10342,0,"array([ 20.5657975 , -33.33458842])"
10343,0,"array([28.63071442, -0.79390948])"
10344,0,"array([ 31.36180495, -10.72029343])"
10345,1,"array([ 13.42767279, -10.46978509])"
10346,1,"array([ 5.75133672, 14.88346277])"
10347,1,"array([ 37.3286479 , 102.14489947])"
10348,0,"array([ 37.8992415 , 101.44023596])"
10349,1,"array([-11.31287319, -12.31273466])"
10350,0,"array([ 43.66098888, -11.82936924])"
10351,0,"array([16.30743732, -7.97205052])"
10352,0,"array([19.18127963, -5.16898306])"
10353,0,"array([ 14.35174942, -12.63732976])"
10354,0,"array([ 12.66328984, -28.25162399])"
10355,0,"array([ -9.81815664, -14.35161557])"
10356,1,"array([36.7698559 , -8.41095478])"
10357,1,"array([ 32.30982186, -24.78858106])"
10358,1,"array([-9.99344275, -6.22992481])"
10359,1,"array([  7.43654793, -22.99399892])"
10360,0,"array([  9.68936381, -22.30165394])"
10361,1,"array([ 12.4757425 , -13.69466891])"
10362,1,"array([-2.24494257, -6.86270865])"
10363,0,"array([ 7.2038865 , -4.13016857])"
10364,1,"array([ 3.46790443, -3.79325311])"
10365,0,"array([16.77947324,  3.80630576])"
10366,0,"array([  3.26400565, -10.89763266])"
10367,1,"array([ 17.09639617, -25.06149268])"
10368,0,"array([ 18.5003002 , -29.40573946])"
10369,0,"array([24.57193647, 13.60938039])"
10370,1,"array([  0.25823386, -13.7099454 ])"
10371,1,"array([  4.74209265, -26.06527598])"
10372,1,"array([ 23.72929928, -22.20345093])"
10373,1,"array([ -5.59907303, -10.66364051])"
10374,0,"array([13.68086512,  1.85789287])"
10375,1,"array([  2.80987916, -14.24570884])"
10376,0,"array([ 35.2301183 , -11.80045717])"
10377,0,"array([ 7.79186163, -3.10407607])"
10378,1,"array([ 8.26041764, -0.96509452])"
10379,1,"array([  7.66023492, -28.08967433])"
10380,0,"array([  9.31102362, -24.13038172])"
10381,0,"array([ 2.68171938, 18.26838371])"
10382,1,"array([ 13.24736347, -12.65385617])"
10383,1,"array([  7.20232731, -25.67572719])"
10384,1,"array([  46.24546348, -109.81321502])"
10385,0,"array([  47.12855348, -109.99944114])"
10386,1,"array([ -8.19617464, -10.83152919])"
10387,0,"array([-12.79626665, -13.29294636])"
10388,1,"array([12.10003072, -1.55826591])"
10389,0,"array([ 8.63365728, -3.04241088])"
10390,0,"array([16.23825047,  5.31195688])"
10391,1,"array([60.05334617, 95.56688434])"
10392,0,"array([59.1664811 , 95.62039713])"
10393,0,"array([12.77793696, -7.36498346])"
10394,0,"array([20.10457053, -2.72165499])"
10395,0,"array([9.59994817, 1.7248867 ])"
10396,0,"array([8.82239989, 1.44850855])"
10397,0,"array([17.74126493, -6.07774155])"
10398,0,"array([ 13.42856355, -28.69591403])"
10399,0,"array([-16.88332667, -13.58713164])"
10400,0,"array([ 7.44469565, 12.36137041])"
10401,1,"array([ 6.5060651 , -7.03618232])"
10402,0,"array([ 2.4325243 , -8.72361819])"
10403,1,"array([-10.29938913,  -6.46124753])"
10404,1,"array([4.81244866, 4.94215153])"
10405,1,"array([ 20.5198271 , -19.47091867])"
10406,1,"array([ 9.31763635, 22.4216788 ])"
10407,1,"array([-5.31224444, -7.41618708])"
10408,0,"array([12.13075962, -4.39390552])"
10409,0,"array([ 13.58001783, -30.52412043])"
10410,0,"array([7.59380119, 9.48833919])"
10411,0,"array([30.53722937,  8.26700235])"
10412,1,"array([  4.34512763, -24.10305982])"
10413,1,"array([-13.15708682, -10.41550279])"
10414,1,"array([ 5.87338053, 14.53477504])"
10415,1,"array([ 4.15903994, 14.854534  ])"
10416,0,"array([ 23.77873323, -22.78073542])"
10417,0,"array([ 3.69532934, -2.09114505])"
10418,0,"array([26.6750933 , -4.21393321])"
10419,0,"array([24.27133331, -4.62010971])"
10420,0,"array([30.36712332, -1.64988074])"
10421,0,"array([23.88355692, -1.48004147])"
10422,0,"array([17.45313028, -0.76546746])"
10423,1,"array([  7.30412707, -31.01903396])"
10424,1,"array([20.70125377,  5.56153562])"
10425,1,"array([-1.69686033,  1.83280428])"
10426,1,"array([ -8.0879091 , -10.43744238])"
10427,1,"array([ 18.86458737, -37.8615439 ])"
10428,1,"array([ 7.32778127, -4.62245024])"
10429,1,"array([ 4.79078197, 12.45286747])"
10430,1,"array([ 19.84743202, -19.26042908])"
10431,0,"array([20.46782349, -5.25828039])"
10432,0,"array([ 33.53387994, -10.22587272])"
10433,0,"array([  8.09932267, -11.88192172])"
10434,0,"array([12.91647041, -4.04870901])"
10435,0,"array([19.50426382, -8.15369425])"
10436,0,"array([14.38760859, -1.49631348])"
10437,0,"array([  5.95191614, -29.39580423])"
10438,1,"array([-18.25598947, -11.66640011])"
10439,0,"array([-14.22996675, -11.10281539])"
10440,1,"array([ 34.02236234, -17.32309014])"
10441,0,"array([ 37.14401822, -20.62128115])"
10442,1,"array([14.72583581,  2.50834517])"
10443,1,"array([  6.05653476, -21.29268793])"
10444,1,"array([12.50522427, -3.23279159])"
10445,0,"array([ 13.01138455, -15.49146175])"
10446,0,"array([10.00059773, -9.32729143])"
10447,0,"array([ 4.43957127, -2.0079125 ])"
10448,0,"array([15.06715153, -9.01041621])"
10449,0,"array([ 9.16117877, -8.94112243])"
10450,0,"array([ -4.56108785, -10.58438307])"
10451,1,"array([ -8.4230031 , -14.73673194])"
10452,0,"array([11.77021659, 13.84620309])"
10453,0,"array([11.94024915,  2.38609777])"
10454,0,"array([16.37458701, -5.85593919])"
10455,0,"array([133.99647526,  -0.54106504])"
10456,0,"array([ -5.79227068, -11.77646327])"
10457,0,"array([ 19.38156613, -30.67106881])"
10458,0,"array([ 7.31574753, -5.64258597])"
10459,0,"array([23.89275845,  2.62649432])"
10460,1,"array([40.2870089 ,  5.03979673])"
10461,0,"array([36.02472148,  3.43505523])"
10462,1,"array([  5.50401258, -23.10145758])"
10463,1,"array([15.50148266,  6.11001674])"
10464,1,"array([11.59401836, -7.07126824])"
10465,1,"array([13.8476253 , -2.17861138])"
10466,1,"array([34.81073019,  0.58018706])"
10467,1,"array([ 24.62828493, -22.20848728])"
10468,1,"array([28.76358357,  5.01454685])"
10469,1,"array([-13.50538152, -12.81811709])"
10470,1,"array([17.08321066, -5.46823905])"
10471,0,"array([ 23.90770461, -24.49999485])"
10472,0,"array([8.26987259, 9.5568202 ])"
10473,0,"array([ 6.34909923, -7.76202429])"
10474,0,"array([  1.68434703, -12.66227525])"
10475,0,"array([16.73281285,  9.94798338])"
10476,0,"array([23.67642746, -3.04811576])"
10477,0,"array([ 7.64487344, -2.70689501])"
10478,0,"array([19.35609118, -7.38378849])"
10479,0,"array([10.64432187,  3.26007012])"
10480,0,"array([-11.29160166, -11.4946014 ])"
10481,1,"array([23.94274393, -9.38172362])"
10482,0,"array([ 26.5642871 , -12.59699513])"
10483,1,"array([-88.39039165, -37.90049277])"
10484,0,"array([-88.33185262, -38.80364493])"
10485,1,"array([15.05106879, -8.76451044])"
10486,1,"array([-10.2587105, -11.299385 ])"
10487,0,"array([-14.61660962, -13.52300365])"
10488,0,"array([23.65707809, -5.0835801 ])"
10489,0,"array([18.78836015, -4.73345469])"
10490,0,"array([20.87770533,  7.50353295])"
10491,1,"array([16.90741698,  1.31560555])"
10492,1,"array([ 36.12940741, -16.60411297])"
10493,1,"array([16.40479266, -7.37887412])"
10494,1,"array([ 1.5598199 , 13.74641018])"
10495,1,"array([14.06208933, -5.85094566])"
10496,1,"array([3.25550480e+01, 2.96470395e-02])"
10497,1,"array([18.13157218, -3.51703226])"
10498,0,"array([21.59837347,  9.93376511])"
10499,0,"array([ 22.45473002, -10.02192701])"
10500,0,"array([ 1.65494401, -5.81484216])"
10501,0,"array([6.95410511, 9.20465163])"
10502,0,"array([22.24059922,  1.44250029])"
10503,0,"array([21.62534343, -5.88885315])"
10504,1,"array([  7.97385555, -10.87178416])"
10505,1,"array([ 28.37008948, -23.61187609])"
10506,1,"array([-6.24973629, -3.3546389 ])"
10507,1,"array([ 9.64649527, -0.57378507])"
10508,1,"array([ 19.14695812, -19.78471823])"
10509,1,"array([ 24.95201686, -22.7127846 ])"
10510,1,"array([ -11.52945241, -109.52910186])"
10511,0,"array([ -12.18256634, -110.16221308])"
10512,1,"array([31.75620024, -1.01196589])"
10513,1,"array([  3.17598493, -14.40995357])"
10514,0,"array([ 17.80553615, -13.68371997])"
10515,0,"array([  6.23483694, -22.29665621])"
10516,0,"array([19.70756645, -3.6336153 ])"
10517,0,"array([19.83267241,  2.9959711 ])"
10518,1,"array([38.67148423,  0.18538017])"
10519,1,"array([ -5.33585336, -11.34786852])"
10520,1,"array([40.14083881, -7.74547552])"
10521,1,"array([ 31.19065129, -15.44549255])"
10522,1,"array([ 8.98963129, 21.41218148])"
10523,1,"array([ 30.42424998, -16.80015147])"
10524,1,"array([13.29469736,  2.5575492 ])"
10525,1,"array([ 35.05570161, -11.0127108 ])"
10526,1,"array([ 3.25626257, 20.77572195])"
10527,0,"array([ 4.9425218 , 16.45824024])"
10528,1,"array([ 37.15364048, -15.93031945])"
10529,1,"array([-11.69351222,  -8.87933489])"
10530,1,"array([20.06052306, -0.29575158])"
10531,0,"array([ 9.63824088, -3.30922067])"
10532,0,"array([20.3009093 , -9.75013234])"
10533,0,"array([ 26.47156654, -22.07839668])"
10534,0,"array([ 42.71319159, -16.68657567])"
10535,0,"array([10.36858704, -5.74893147])"
10536,0,"array([21.36131425, -2.12029235])"
10537,0,"array([30.83580578,  7.17962662])"
10538,0,"array([38.61374661,  2.09723148])"
10539,1,"array([21.11985605, -9.82436545])"
10540,1,"array([-6.92723404,  9.7136563 ])"
10541,1,"array([14.53164351,  2.3102607 ])"
10542,0,"array([16.20946238, -3.70969603])"
10543,1,"array([ 6.61433402, -9.67994748])"
10544,1,"array([40.32070963,  6.33918734])"
10545,0,"array([16.06960349, -4.14017512])"
10546,0,"array([ 8.96202702, -8.35761792])"
10547,0,"array([ 10.15382246, -12.06806665])"
10548,0,"array([14.0765277 ,  6.74585576])"
10549,0,"array([17.30746616,  4.35346861])"
10550,0,"array([ 7.28820905, -6.57690688])"
10551,0,"array([13.51376544,  7.6860761 ])"
10552,1,"array([ 29.81973492, -28.86011737])"
10553,1,"array([-10.83695379,  -9.06757106])"
10554,0,"array([ 3.36469777, -1.44133124])"
10555,0,"array([13.01374689,  4.99347098])"
10556,0,"array([24.87726413,  4.1156344 ])"
10557,1,"array([17.1602832 , -8.29573739])"
10558,1,"array([12.59864223, -1.7771009 ])"
10559,1,"array([ 19.286404 , 109.7747298])"
10560,0,"array([ 19.12478515, 108.83508326])"
10561,1,"array([-8.21160687, -8.49684345])"
10562,1,"array([18.21820098, -0.79594386])"
10563,1,"array([24.10762081,  1.75766056])"
10564,1,"array([14.99596873, -2.44420947])"
10565,1,"array([ 16.31490193, -29.15063021])"
10566,1,"array([ 6.66184069, 14.34234454])"
10567,0,"array([3.11145082, 1.9734496 ])"
10568,0,"array([14.19817391, -0.51336618])"
10569,0,"array([ 2.89974231, -9.40241407])"
10570,0,"array([  9.28110441, -14.37321739])"
10571,0,"array([18.70322215, 10.57945329])"
10572,1,"array([ 9.26356164, -6.98315629])"
10573,1,"array([23.00303155, -9.85718324])"
10574,1,"array([23.62786587, -2.37676802])"
10575,1,"array([ 4.81918813, 12.82156439])"
10576,1,"array([ 48.589468  , -12.72553365])"
10577,0,"array([ 44.78290183, -11.86520763])"
10578,1,"array([ 28.33141171, -21.37915419])"
10579,0,"array([ 31.67341952, -24.46048147])"
10580,0,"array([ 7.82694082, 14.29649824])"
10581,0,"array([ 12.66613861, -14.83127338])"
10582,0,"array([34.74252464, -7.00556116])"
10583,0,"array([10.87222168, -5.82083173])"
10584,0,"array([ -7.83528303, -15.41156387])"
10585,0,"array([ 2.45777084, -8.38378794])"
10586,0,"array([12.66456425, -1.47236673])"
10587,0,"array([43.64164203,  0.15974658])"
10588,1,"array([16.04721789,  8.72785481])"
10589,0,"array([16.43149107,  9.91303443])"
10590,1,"array([ 31.92059463, -25.18085681])"
10591,0,"array([41.41752695,  3.37964537])"
10592,0,"array([14.02338806, -9.33554517])"
10593,0,"array([9.32019933, 6.37903672])"
10594,0,"array([14.63363631, -1.86772189])"
10595,0,"array([15.73498858, -3.03529563])"
10596,1,"array([ 26.33743333, -29.41829339])"
10597,0,"array([ 25.67077847, -24.94142701])"
10598,1,"array([23.39132417,  9.37533643])"
10599,1,"array([21.63527491, -9.1873935 ])"
10600,0,"array([16.4147711 , -5.66751385])"
10601,0,"array([18.62466907, -5.58266481])"
10602,1,"array([11.60283106, 20.05684166])"
10603,1,"array([-6.59197664, -8.19547099])"
10604,1,"array([ 23.52004422, -29.4650705 ])"
10605,1,"array([ 15.9514136 , -28.92550042])"
