node,betweenness
385,0.00011703758672377574
388,0.005864359374372515
389,0.00031629547119685965
392,0.0014718278750059325
393,7.023023797002139e-06
395,0.0102690442596532
396,0.0001703587660307003
397,0.002130243561539654
398,0.0038258186338210763
399,0.00011551000699228006
400,0.0003621036483023401
401,0.00012983466975743764
402,2.6593337715597703e-05
403,0.0002052144846839476
404,0.0010425299333571725
405,9.607419694941367e-08
406,0.004572401610895275
407,0.0067439762919625675
409,5.168791795878456e-06
410,1.6909058663096806e-06
417,0.002692757984678471
418,0.0027171031861854527
419,0.0038721456115900837
422,2.88222590848241e-08
425,0.0003858051526897605
426,0.0013491699477606162
428,0.0020468223363284783
429,0.007675732676237066
430,0.0008746979187062419
432,0.00011785421739784575
433,0.005702676108326347
434,5.0342879201492765e-05
435,0.000461588479243458
436,1.181712622477788e-06
438,9.607419694941366e-09
439,1.0568161664435504e-07
440,0.0015616284268945495
441,0.0002600728511420628
442,0.000232182511767648
443,9.231769584869159e-05
444,9.971540901379644e-05
446,0.02042255929747473
447,0.00036881923466910413
449,0.001112423911637871
450,0.0004172790596103884
451,1.4699352133260292e-06
452,3.016729784211589e-05
455,0.000131573612722222
457,0.011738499101994482
463,3.660426903772661e-06
464,0.005417018698536656
466,6.960575568985021e-05
467,0.007604484051779381
468,0.00022462147246772915
470,0.0004581202007335841
471,0.0040729118609552735
473,0.0007809871470017837
474,0.0006840867119586051
475,0.000542204337903711
476,0.0015416546013487665
479,0.0005980426611707102
480,6.725193786458957e-08
481,0.0016578179128803024
482,0.0031540294190719963
486,0.00039463437138941156
487,0.00110684200079511
488,2.88222590848241e-08
489,0.013846242086608583
492,0.0002204326374807347
493,9.607419694941366e-09
494,0.0063479008076189145
497,0.00052104879973545
499,8.074075511628725e-05
500,0.0025500685873692023
502,0.0030947996766526827
507,0.0017280001137518492
508,0.00010760310058334331
511,0.00046901501466764767
512,0.0009150010443265209
513,7.58986155900368e-05
515,0.0010631570634422117
516,3.871790137061371e-06
525,3.4625140580568685e-05
527,0.0006332442469329754
528,7.205564771206025e-07
529,0.0002464111003358562
530,0.00023222094144642778
532,0.00035853929559551687
533,0.0012082194934161313
534,0.00019986315191386524
536,0.0046726838576710734
538,0.0008865726894491893
540,0.0025521437900233096
541,7.958786475289429e-05
542,0.0009399034761758088
547,0.0005021317903561106
549,3.057080946930343e-05
550,1.9214839389882733e-08
551,0.019594716764620716
552,0.008199740561238558
553,0.0002477657465128429
555,0.0028595043609038738
556,0.00011312736690793459
557,0.00012624149479152955
561,0.002680249124235658
563,0.00038531517428531844
564,0.00024025274431139877
566,9.578597435856543e-06
567,0.00044930058945362797
569,5.601125682150817e-06
570,0.0004098525241861987
576,2.88222590848241e-08
577,0.0007033207661878777
578,4.483782771629136e-05
579,0.00012799965259570383
580,0.0004346012373203677
581,0.00011793107675540527
583,0.001878634847148835
584,0.04560203070108608
585,0.0008745249851517329
587,0.011917946487056595
588,0.009581056935298447
589,0.0019451085840181343
591,1.5708131201229134e-05
592,0.00013919229654031051
593,6.8327968870423e-05
596,0.0006379326677441068
597,0.000656081083547851
598,0.0001426701824698793
602,0.018255279133011074
603,0.00015376675221753658
605,1.5371871511906186e-07
607,0.000100445572910612
608,9.384527558018727e-05
610,0.002514713282891818
612,0.0018112099757297364
614,0.00036557192681221397
616,0.0016591053071194246
617,7.456318425243995e-05
618,0.0007227950059095239
619,0.0027801086445448783
622,9.607419694941366e-09
625,0.0014563983589758567
626,0.008523068663652114
628,2.55941660673238e-05
629,0.0007085568099216207
630,0.0003666959949165221
631,0.001557967999990777
632,0.001019347229633279
633,0.0015701309933245726
634,0.007830825252372504
640,0.0002138803772487847
642,0.005580882848853576
643,0.0014385477731826558
646,0.0001202368574821912
648,0.00046880365143435893
649,0.02607092466226557
651,0.00019429084849079925
652,0.0003690209904826979
653,1.5852242496653256e-06
655,0.0007371580983534612
657,3.487493349263716e-06
658,0.0009755373958243463
659,0.0015938997496498576
663,0.0004332850208221607
665,6.602218814363708e-05
667,0.001814572572622966
668,0.0001983163573429797
672,0.00047771933691126455
673,0.003126532983905074
675,0.00031210663620986526
676,0.000274301439710271
678,0.0002132078578701388
679,0.00016183698476128733
680,0.0013709211459499635
681,1.8446245814287425e-06
685,3.8429678779765466e-08
687,0.0015711878094910162
688,0.0003774082678763817
690,1.9214839389882733e-08
692,0.0007394350568211623
693,6.464832712726046e-05
694,0.003965923635232406
695,0.000370644644411143
699,0.00012422393665559187
701,0.00481494092109407
702,0.0075919559764971774
704,0.0016167846233632079
705,0.0006995738725068506
706,5.995029889643413e-06
708,0.007233262962186541
711,0.0002045419653053017
712,6.062281827508003e-06
713,4.2272646657742016e-07
714,0.0035910421187357942
716,2.88222590848241e-08
718,0.0028595139683235686
719,9.607419694941366e-09
721,0.00010995691840860394
722,0.0018219510709486808
725,0.000601683873235093
726,0.00025518267451733767
728,1.9186017130797908e-05
729,0.0009818686854033128
731,0.005592959375410117
732,0.0016699520839550135
733,0.002524666569695777
734,0.0010704010578921975
735,0.0013500442229528557
738,0.0005575377797368374
739,0.0008067158169448367
740,0.000818782736081683
742,0.001432245305862774
743,0.0034077421583760077
745,0.002808700325557024
746,0.000891386006716355
750,0.0014260004830610623
752,9.745766538548522e-05
755,0.00022158552784412767
757,0.0029377567943191713
759,0.00034116908078706286
760,0.0002602842143753515
761,0.00011627860056787537
765,0.006587653966106177
766,0.0002565373206943244
768,0.0008674923539350358
769,0.00011752756512821774
771,0.0001974805118295198
776,0.00011181115040972763
779,0.0007184332373680205
780,0.00011905514485971342
781,0.009852879660727424
782,0.005109331475386464
784,0.000909082873794437
785,0.0012249364036853293
786,0.0025731360020567564
787,0.0043321680814232665
789,0.0010064348575632778
790,0.00032029215778995527
792,0.00012138974784558416
794,0.0006880161466138362
795,0.00025921779078921304
796,0.0002842739413536201
797,0.0002200099110141573
799,0.0010666925938899502
802,0.0005759071661935653
803,9.607419694941366e-09
804,0.0021464608859847155
807,4.1033289517094575e-05
809,7.983765766496276e-06
810,0.00010969751807684053
812,0.0020819950998316587
813,0.0013507936016890613
814,0.00026421364903058255
815,9.607419694941366e-09
818,1.5371871511906186e-07
819,0.0033153764254288415
821,0.006890873739098221
822,0.00016539173004841563
823,0.01637085101178619
824,2.4719890875084137e-05
826,0.0017930615599259922
827,0.0015226607326118673
828,0.008573555654149032
829,0.012768548997167924
830,0.0002541931102887587
831,3.506708188653599e-06
832,0.0023682865993212166
833,0.0027514208893357835
835,0.0008485657371360012
836,0.007477694934065239
838,5.2072214746582205e-06
840,0.0022440914849247095
841,0.004418769362553468
842,0.00012105348815626122
844,0.001071140829208708
845,0.03417123803708118
846,0.002030672263821282
847,0.00020148680584231035
848,0.0006556583570812736
849,2.489282442959308e-05
850,0.0013189546128200256
852,0.00023225937112520754
856,0.00048086096315151037
857,1.8254097420388597e-07
858,0.0013818159598840269
860,0.00010991848872982418
861,0.00011981413101561379
862,0.0004188642838600537
863,0.002953176702929552
864,3.7565011007220745e-06
865,0.00045629479099154526
866,0.03529676646918295
870,0.0009297388261385609
871,0.0133469060553837
872,0.0011472508080320335
873,0.0035727399842169307
875,0.0008660704558201845
877,9.607419694941366e-09
878,8.64667772544723e-08
879,0.0030248480538538148
881,0.00018191649192371477
882,1.441112954241205e-07
883,0.0003427254827776434
884,0.0026475070379152975
885,0.0003777637424050945
888,1.729335545089446e-07
892,0.002808527392002515
893,7.461122135091466e-05
894,0.00130673397496806
895,0.0014566961889863998
896,0.00037087522248382157
897,0.00013132381981015355
898,0.0020266947920675763
900,0.00030676491085947786
902,0.008308400477988344
904,0.00412674223350603
906,0.0017589552200089503
907,0.0001852886962366392
908,0.00033286827017063353
912,0.00024291399956689752
914,7.806028502139861e-05
915,0.0006677829207362896
917,0.0007297507777686614
918,0.00015756168299703842
919,0.0005707768040764666
920,0.0002836686739128388
921,0.0011014906680250278
922,2.3653467288945645e-05
924,0.05002206824303928
928,0.0018430970016972469
929,0.0006330328836996866
931,0.005716770193018826
932,0.00916679460547227
933,0.0002456040770814811
935,0.00026045714792986044
936,0.01845455623232355
937,0.0034361897280927294
938,0.0002173390483389636
940,5.188967377237832e-05
942,0.00017189595318189093
943,0.004553167556666003
944,0.003442790025423154
945,0.0014622300627306862
946,5.771177010751279e-05
949,0.00020448432078713205
950,0.00098314647222274
951,0.0001453890822435477
952,0.00013267846598714027
953,3.297266439303877e-05
956,0.00024045450012499253
958,0.00021584029086655276
963,0.0031698912689883444
965,7.4169280044947355e-06
967,0.008864391463154297
968,9.130891678072275e-05
970,0.003136217262957575
972,0.00013879839233281793
974,0.0002951207181892089
975,0.0003489318759005755
976,9.607419694941366e-09
979,0.0002515030327741751
980,0.0008325213462454492
982,0.00029577402272846495
983,1.0606591343215268e-05
984,0.00010635413602300093
986,0.0007641357328568566
988,0.0004082480850971435
989,0.019512890371078898
990,0.00035503258740686325
994,0.00017649790721576786
995,0.0001451104670723944
996,0.005334961726922161
997,0.0010435579272645313
998,0.004983810537072054
999,0.002338071264380626
1001,0.0003242984518027458
1002,0.013443201222986097
1004,0.0009160290382338796
1005,1.771608191747188e-05
1006,1.0193472296332791e-05
1007,0.0019489707667355006
1008,0.0010149950685114707
1010,8.449725621700932e-05
1011,0.0007510408198126515
1013,0.00011608645217397654
1014,7.032631216697081e-06
1015,1.3517639510782503e-05
1016,3.8429678779765466e-08
1017,0.0003028546910436367
1018,9.607419694941366e-09
1020,0.00011894946324306907
1021,0.00023787971164674823
1022,0.0017186617018083662
1024,0.0006582619678186026
1025,3.317442020663254e-05
1026,0.0023499460351235736
1028,0.00012184129657124642
1030,0.0017967892387676294
1031,0.00033489543572626614
1032,4.803709847470684e-08
1034,0.003094300090828546
1036,0.0038343308076707943
1037,0.00011415536081529333
1040,0.00043633057286545713
1042,0.0010937182654918202
1043,5.40897728825199e-06
1044,0.0003058425985687635
1045,0.00012516546378569613
1046,0.0005516484314638384
1048,0.0016207332728578288
1049,0.002246195509837902
1052,0.0016003847579439431
1054,0.0009334761123998931
1056,0.010402010948231188
1058,0.00012496370797210235
1059,0.0007139465723704828
1060,8.550603528497816e-07
1061,0.0052414911407100764
1062,0.02163909881634668
1063,5.139969536793631e-06
1065,0.004356330741956044
1066,0.0001467821580993142
1067,1.3901936298580157e-05
1069,0.005441594478116316
1070,0.000975940907451534
1071,1.9214839389882733e-08
1072,0.00010977437743440006
1074,0.0003860741604412188
1077,0.027970926410815958
1078,0.007049492238261703
1080,0.00012342652082091173
1083,0.0007831296015937556
1084,4.073545950655139e-06
1089,0.0001830789897068027
1090,0.008746287452844382
1092,0.00026740331236930305
1095,1.807155644618471e-05
1096,0.000515659037286588
1100,0.00011004338518585842
1103,2.0262048136631342e-05
1104,3.554745287128306e-05
1105,1.2489645603423778e-07
1108,0.0003337137231037884
1109,0.004363296121234876
1110,0.0033972220338100473
1112,1.5083648921057946e-06
1113,0.00011934336745056166
1114,0.002598422730693842
1115,0.00028146857480269724
1116,0.00012065958394876862
1117,9.80341105671817e-05
1118,0.004009618180005
1119,2.178002044843208e-05
1120,0.0033083534016318393
1121,0.0042498901391557885
1125,0.0002557975493778139
1127,0.00010110848486956294
1128,0.0004508185617654287
1129,9.039621190970332e-05
1130,3.8429678779765466e-08
1131,0.0006983825524646778
1132,0.0020319212283816243
1134,1.3834684360715567e-06
1137,0.00010294350203129675
1139,0.011391181272602656
1142,7.685935755953093e-08
1144,0.008558327893932549
1147,0.0005238829885454578
1148,0.00473300884593561
1150,2.4979291206847556e-07
1153,0.00010312604300550064
1154,0.0015031000261129667
1156,0.0018761080957690652
1157,0.00012751928161095676
1161,0.0021012099392215414
1167,9.607419694941366e-09
1168,0.0024425327387237235
1169,0.0003273343964263473
1170,1.2105348815626123e-06
1173,0.0038054701189071906
1175,0.006633202742879893
1177,0.0003492104910717288
1178,1.3863506619800393e-05
1179,0.007013233836332994
1182,0.00044084606012207957
1183,2.88222590848241e-08
1184,0.0007202490396903643
1186,0.0004033290862133335
1187,1.0299153912977145e-05
1188,0.0003766684965598712
1189,0.0028211803637407528
1190,0.00021656084734367336
1191,9.607419694941366e-09
1192,9.319197104093126e-06
1193,0.008330574402644269
1195,0.000982137693154771
1197,0.0001828772338932089
1198,6.754016045543781e-06
1200,0.01017233597300392
1203,0.0009178544479759185
1205,0.0012787475613966958
1208,0.0003225018643197918
1210,6.078614440989403e-05
1211,0.002464111003358562
1214,5.115950987556278e-05
1215,0.00019875829864894699
1216,2.7861517115329963e-06
1217,1.652476187529915e-05
1220,0.00011726816479645432
1221,0.00048472314586887677
1224,0.0016645431066667615
1226,0.0028519144993448702
1229,0.00026387738934125957
1234,0.0004012634909789211
1235,0.004193014214561736
1236,0.00021024877260409687
1238,0.0006947221255609051
1243,0.003157392015965226
1244,0.0030211203750121775
1245,0.003111314831108287
1248,5.572303423065992e-07
1249,0.0004940423429729699
1253,9.5689900161616e-06
1254,0.0005893191240877035
1255,6.244822801711889e-07
1256,0.0012952338935932153
1258,0.0004423159953354056
1259,0.0001259436647809864
1260,0.006056757561183411
1261,0.00021946228809154565
1264,5.610733101845758e-06
1265,0.00010736291509096978
1266,0.0028626940242425943
1267,0.0003619499295872211
1270,0.000419306225166021
1271,0.0024436760216674214
1272,0.00045226928213936487
1273,0.026347445415925375
1274,0.015420811707832218
1275,0.000999373404087496
1276,0.0002958797043451093
1278,0.0037101453006939825
1281,0.0002914506838657413
1282,0.0006367029180231543
1283,0.0019827120247041348
1284,0.0007532217040834031
1287,0.005272167631796025
1290,0.0005036209404088264
1292,9.886034866094667e-05
1293,0.002826839133941073
1294,1.0952458452233159e-06
1297,0.021128839148928647
1298,0.005079039281088313
1299,0.00014539868966324264
1300,0.001869767198770404
1301,0.0005200976651856509
1302,0.0033580045466152964
1306,0.0003876497772711892
1308,4.392512284527193e-05
1309,0.00014344838346516954
1310,0.002988234177396393
1311,4.803709847470684e-08
1312,0.00026438658258509147
1313,0.010727356608780683
1317,0.0015179242747022613
1322,0.025557369649892175
1323,0.001653638685313003
1324,2.88222590848241e-08
1326,8.613051756514935e-05
1327,0.00024974487497000084
1328,6.244822801711889e-07
1329,0.0009962317778472501
1330,0.0011931070222359885
1331,0.0016403516238748992
1333,1.652476187529915e-06
1334,0.0017468786934524089
1336,0.00011908396711879824
1337,0.002115207949717071
1338,0.0005868115875473237
1339,0.0008801741479323584
1340,0.00018897794539949667
1344,0.00014648432808877102
1347,0.006433973680665894
1348,1.9214839389882733e-08
1350,9.48252323890713e-06
1351,0.0034338070880083837
1352,0.0048378642244862
1353,0.0025752304195502534
1355,0.030957056563299157
1356,0.02654835577658599
1357,0.005226820610835901
1359,0.00013715552356498295
1363,0.008556531306449596
1364,4.2272646657742016e-07
1366,0.00447896945436197
1367,0.013375286373162557
1368,0.00010900578385880475
1370,0.00019870065413077735
1372,0.0006326678017512789
1375,0.0022837028763269527
1376,0.0006951256371880928
1377,0.01233434166405505
1381,0.002846294158823329
1382,0.00013148714594496755
1384,9.962894223654197e-06
1385,0.0011731043744311206
1387,0.0009312087613518869
1388,0.00046375975609451475
1391,0.00012215834142117947
1392,0.00021408213306237849
1394,0.0003165836937877079
1395,0.010263202948478675
1398,0.0011821641712034504
1400,0.0003187357557993748
1403,0.0001250693895887467
1404,9.540167757076777e-05
1408,0.009184356968674624
1409,0.0011887548611141802
1410,7.502434039779714e-05
1412,0.004401408755164708
1413,0.0003659177939212318
1415,0.00013540697318050363
1417,0.0003858339749488453
1419,0.016372878177341822
1422,0.0008612763533924087
1423,9.607419694941366e-09
1426,2.944674136499529e-05
1427,0.00010635413602300093
1428,4.832532106555507e-06
1429,0.0021105771734241095
1430,0.001798806796903567
1431,1.940698778378156e-06
1432,0.0011050165910530712
1434,0.004290029938641253
1435,0.014893787093046515
1436,0.0003587122291500258
1438,7.4390250697931e-05
1441,0.017496879029712097
1442,0.0003190624080690028
1443,0.00010334701365848428
1446,0.00039218447936720154
1451,0.00019147587452018143
1454,0.0012535569069565596
1455,0.001651678771695235
1457,0.0032498250008502565
1458,0.0001140112495198692
1460,0.0027743634075673034
1461,5.101539858013866e-06
1463,0.0006525935901985873
1464,1.026072423419738e-05
1466,0.00012367631373298021
1468,0.013614712879380191
1469,0.0009429298133797154
1470,0.00016857178596744123
1471,0.0008148148717476723
1473,2.88222590848241e-08
1474,0.0025027904750503957
1476,0.0019426202623171443
1479,9.607419694941366e-09
1482,0.0002023802958739399
1483,5.380155029167165e-07
1485,0.0005146502582186192
1486,0.0009648059080250968
1487,0.0011531785859838122
1489,0.00046771801300883055
1490,0.0002855613355927423
1493,0.0032343186254626213
1494,0.001586617325521092
1495,8.17303193448662e-05
1496,0.0007713509050477575
1497,9.813979218382607e-05
1498,0.0011297172670887655
1499,8.608248046667465e-06
1501,3.7353647773932035e-05
1502,0.00010151199649675048
1505,0.0006525167308410278
1507,1.9214839389882733e-08
1510,0.016151667338865798
1511,0.0008259498711741093
1512,0.00012077487298510793
1513,4.035116271875374e-07
1516,8.634188079843807e-05
1517,0.001096840676892676
1519,0.0021084635410912223
1521,0.008497291956610586
1523,0.0027186691955957284
1524,0.0006716162811945712
1526,0.0019009528831001837
1527,0.0003455212419088713
1531,0.00017057973668368397
1533,0.0008406780455664544
1534,4.832532106555507e-06
1536,0.001440959235526086
1537,0.0025082474894371222
1539,4.035116271875374e-07
1541,0.0011937603267752445
1543,0.002410847468569807
1544,0.00044167229821584454
1545,0.0009383278593458385
1550,0.0006866903226959342
1551,0.0003992651476823733
1552,0.0025997965917102187
1553,0.00031684309411947136
1554,0.0003006449845138002
1556,3.0551594629913548e-06
1557,0.00040766203249575206
1558,0.0006934635535808678
1561,0.0007229006875261682
1562,0.0026200970695256297
1563,8.381512941866849e-05
1564,0.00038085733154686566
1565,0.002187628679377539
1566,0.028232853493959143
1567,6.145866378853993e-05
1568,0.00019152391161865614
1569,7.426535424189677e-06
1570,0.0041947531575265195
1573,0.0003071203853881907
1574,0.0005436454508579521
1575,0.00015823420237568432
1576,2.88222590848241e-08
1577,0.0011916947315408321
1579,0.0034455281400362124
1580,0.0033963573660375024
1581,7.9962554120997e-05
1582,0.003052478992896466
1583,9.299982264703243e-05
1585,0.0010361121770009517
1587,0.006727614856222082
1588,0.00018809406278756207
1592,0.00022739801675956722
1594,0.000257738248156192
1596,0.00012105348815626122
1597,1.729335545089446e-07
1599,0.03124403979700675
1601,0.0001995461070639322
1602,0.00020764516186676777
1605,0.0010137557113708232
1606,0.00043278543499802375
1607,0.001901068172136523
1608,2.2769584677011038e-06
1610,0.00042931715648814994
1611,9.991716482739023e-07
1612,0.0039088363474050645
1614,0.0022643823553204255
1616,0.0002822083461192077
1617,0.0001179598990144901
1619,0.0007578140506975851
1620,4.657677068107575e-05
1621,0.00038128966543313805
1624,0.00044446805734707246
1626,0.0004245422688997641
1628,0.0031269076732731767
1629,3.266522696280065e-07
1630,0.0024295050776173828
1632,3.3722043129244196e-06
1633,4.899784044420097e-07
1634,0.00016923469792639218
1635,0.000781102436038123
1636,0.0023022451963381897
1637,2.1549442375753487e-05
1638,3.86218271736643e-06
1639,0.0006215520171642318
1643,0.0011023937654763521
1645,0.0007953886691245008
1646,0.0027356262913573
1648,0.00012137053300619429
1650,0.0001335239189202951
1653,0.005867155133503743
1654,0.005741317150339402
1656,0.007033082765422743
1657,0.0002608702669767429
1660,0.0022043744119058218
1661,5.1755169896649146e-05
1662,0.0016159391704300531
1664,0.0001613470063568453
1665,0.0008194360406209391
1666,0.00024096369336882442
1669,0.00015935827047999245
1671,0.0016881197145981477
1673,0.004481649924456859
1675,0.002205709843243419
1677,0.00010829483480137908
1679,0.00023073179139371187
1682,0.0011085329066614197
1683,0.0010727548757174582
1684,0.0005952661168788721
1687,0.0027837978937077356
1688,0.000296254393713212
1689,0.0005665687542500822
1690,0.0003565985968171387
1691,0.00011771010610242163
1692,0.0010105372257730178
1693,0.007131616461814061
1695,0.0006916957883569987
1696,0.002841461626716774
1697,0.0035452339416303137
1698,0.0008827489364106026
1702,0.0004835222184070091
1703,0.0019072265281609804
1704,0.0005147559398352635
1709,0.00018064831252398252
1710,4.899784044420097e-07
1712,0.00019711542988111203
1713,0.00042089144941568637
1715,9.201025841845347e-05
1716,0.0002401470626947544
1717,0.001458463954210269
1719,0.00011855555903557646
1720,0.0017560826015201628
1721,0.0002490339259125752
1724,0.0003435036837729336
1728,9.607419694941366e-09
1729,0.0006191021251420217
1731,6.684842623740203e-05
1732,0.0020530191220317156
1733,0.0019790804200594467
1734,0.0002974937508538594
1735,2.410501601460789e-05
1737,0.0021890121478136105
1738,0.0002637621003049203
1739,2.324995566175811e-06
1742,0.013848576689594454
1743,0.0002595636578982309
1745,1.3450387572917913e-07
1748,0.00371214364399053
1751,0.0018452874933876935
1753,0.00061526876468374
1754,4.813317267165625e-06
1755,0.000837469167388344
1756,0.00427754029303783
1757,0.00033856547004973376
1759,0.00010875599094673627
1760,0.00010688254410622271
1762,0.00036292027897641014
1764,4.7844950080808e-06
1765,0.017559826843553353
1766,2.8149739706178203e-06
1768,7.776245501085543e-05
1769,7.1440772851584e-05
1770,0.0011634681324770944
1772,0.00850558315980732
1773,0.003288610154158735
1774,0.0017101495279586482
1775,5.76445181696482e-08
1777,1.9214839389882735e-07
1778,0.005525851548840951
1779,0.00016812023724177897
1781,0.03476569713070568
1783,7.375616099806487e-05
1786,0.01205168176921018
1790,0.00017767961983824565
1791,0.0009070557082388043
1792,0.00010717076669707095
1793,0.0005144100727262456
1799,9.607419694941366e-09
1803,0.013891608322408096
1806,7.243994449985791e-06
1808,0.0005609772359876264
1809,0.02185380543168923
1810,0.00023365244698097404
