strategy,strategy_name,vertex_index,metric,start,vaccine_fraction,max_steps,saved_at_utc
2,LEVERAGE,8035,0.5336597667457421,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12638,0.5329053072845328,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7806,0.5313095410659229,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10260,0.5303569169085581,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,765,0.529654471175312,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6185,0.529272525029388,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11031,0.5277777777777778,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7802,0.5276037248349152,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2191,0.5261506609332696,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12552,0.5260459647561858,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6772,0.5256267781132584,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9538,0.5250328937112205,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6120,0.524806831215708,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7782,0.5243044888206179,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,833,0.5235732187532179,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3580,0.5226279088377681,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1862,0.5214292110331976,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10826,0.5212677749399962,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1628,0.5205484686877172,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15701,0.5197569365945027,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7541,0.5191255117272782,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10919,0.5188572250359609,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8261,0.5184486263433632,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,963,0.518370045213489,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8940,0.5167900034811166,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11649,0.515913232064555,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12711,0.5157708238793275,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10880,0.5157098490076975,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2462,0.51557611643798,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15018,0.5150414901575892,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3314,0.512899807727394,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12221,0.5125917539073515,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9001,0.5124062332655447,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12184,0.5115695249056165,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2996,0.5095630374493524,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7542,0.5071428571428571,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6953,0.5066778954277688,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14023,0.5066487551378465,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5379,0.505420427300434,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1077,0.5042996942396905,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1654,0.503681747098712,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12985,0.5028804528804528,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7952,0.5023486440281449,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14342,0.5010606879891214,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3390,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9192,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11759,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13086,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13344,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15031,0.5,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2181,0.49991940929503503,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3133,0.4998036173782172,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2730,0.49942279942279943,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7065,0.4987605652084355,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3696,0.4975228475228475,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,44,0.4969052971667333,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7688,0.496543879804262,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4861,0.49573595754370625,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2935,0.495455718593747,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2669,0.49538239538239537,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3655,0.4951088303994084,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8105,0.4945163446376161,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1298,0.49441673749947174,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8622,0.4943009135119724,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5024,0.49425638540960687,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,497,0.4934864971629677,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3365,0.493227034403505,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4067,0.49302309921002624,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3526,0.49155004611949743,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6533,0.4911639085552129,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6477,0.49068786777983137,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1897,0.4900954294277777,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4321,0.48994000611293964,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,826,0.4890566813614126,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13740,0.4888383596483373,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13174,0.48859628349716605,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,16018,0.48827727262208037,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3824,0.488095238095238,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,429,0.4879502005312878,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11156,0.4873428429585415,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9219,0.48696169361218633,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3227,0.48629986682625465,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15482,0.48627723154038943,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9177,0.48600755024042763,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3219,0.4857142857142857,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9100,0.4857142857142857,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11971,0.4857142857142857,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5154,0.48571428571428565,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,642,0.48521617685243423,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5213,0.4849840414352248,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2092,0.4841491841491842,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12633,0.483869149088852,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13414,0.4835624602416961,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,507,0.4829457389123227,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3564,0.48269471852285994,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14778,0.48263403263403265,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8423,0.48200880938865753,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2666,0.4815321503401999,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,917,0.4809428321174679,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13395,0.4793518702262335,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,110,0.4790017342084286,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10910,0.47885053535731914,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11125,0.478431656063235,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5553,0.4776556776556777,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2900,0.4774870977048158,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13416,0.475975579922136,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15155,0.47596165975457655,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3593,0.4759505877159166,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13493,0.4756132756132756,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8075,0.47550044821316306,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11877,0.47479679906150496,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11538,0.47432304323053626,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2154,0.47368398992480243,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7154,0.47259937744394553,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15072,0.47164502164502164,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8424,0.47145580810722787,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7088,0.47045248963579267,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5480,0.4697324386644598,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8822,0.46905256661420347,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7852,0.4687212531500361,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9487,0.46864547605966367,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8730,0.4685026829642674,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3297,0.46747304982599097,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8002,0.4666666666666667,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11487,0.4666666666666667,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2780,0.46665562902912705,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,104,0.46642595365351364,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1533,0.4663323683484974,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,931,0.4654824728928715,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9687,0.4653846153846154,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8818,0.46507967857727567,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1056,0.46491372017161825,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2678,0.4644267904890971,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1434,0.46440053771451323,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5497,0.46403763165944073,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15999,0.4639296923178946,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3691,0.46388818678712973,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6723,0.463820841554675,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,449,0.4632082737257609,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6211,0.4630370120511942,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4913,0.46262322612461376,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10195,0.46222140078801016,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1756,0.4615309750412974,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11364,0.46109180000895184,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8921,0.46061299494204094,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14178,0.4603174603174603,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2269,0.4602936919697084,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,840,0.4596707504574221,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15960,0.458954933954934,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,863,0.4574185325175007,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3491,0.45714285714285713,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3899,0.45658510874168723,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3460,0.4554698997144329,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11545,0.455433119590378,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14085,0.4550510823885437,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10432,0.45487094727521515,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11458,0.4548676488928331,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3979,0.4547139209818886,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10716,0.45426332926332924,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5300,0.45394491129785247,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8795,0.4536687062287861,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8400,0.45327895525860373,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1244,0.4529507012811248,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11589,0.4528939346584032,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,370,0.45279543195080363,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,205,0.4523809523809524,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6606,0.4523809523809524,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11942,0.45203625007307047,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1630,0.45191455400967206,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,836,0.45070808336371293,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6214,0.45007891421699414,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3875,0.4487446763762553,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13133,0.4483406378567669,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11780,0.4471727575563333,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5264,0.44665514797093747,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7994,0.4465324796324429,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,757,0.4456118686997822,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14480,0.4455513784461153,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9063,0.44537360714234664,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,73,0.4453520643764546,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15290,0.44461481418099885,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4470,0.4445027921448891,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,56,0.4441640201230994,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1352,0.44385053254968776,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5076,0.4431626021368095,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5889,0.44220028337675393,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9664,0.4411217437533227,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5124,0.44101798259470437,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7238,0.4401515151515152,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1211,0.44002167355222915,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1275,0.4391816516816517,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14833,0.4391398484366799,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2989,0.4383889356004929,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1693,0.43792627545546947,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1435,0.4373251744624426,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4773,0.43697691197691196,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4180,0.4361612926902086,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5523,0.43579235579235576,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7019,0.43535283962659044,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4051,0.4352673191980732,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15477,0.4337984049848457,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13425,0.4337662337662338,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7133,0.4334202924490587,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2430,0.4326715292583237,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,200,0.43211500974658873,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8335,0.43115788661435495,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4190,0.4303608751206729,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15161,0.43004310762925757,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14538,0.42950376928221934,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11476,0.4294802518789596,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11804,0.4285614768373389,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,904,0.4272150153737335,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13866,0.42606837606837605,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,343,0.42594924991151406,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12590,0.4258623330283483,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5955,0.425779775340183,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7461,0.4256080197592354,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14623,0.42516975845532784,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5152,0.42515030331322606,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9517,0.42497665732959855,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7191,0.4247844114340265,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15278,0.4243589743589744,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,476,0.42415510781685745,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3151,0.4241220819354024,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,388,0.4230629058739806,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8360,0.42285789513104705,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1173,0.42278426817030246,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9673,0.4221895181992681,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,223,0.4221466583998553,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1849,0.4212792077258515,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5857,0.4199134199134199,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12186,0.4199134199134199,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13520,0.41982371658117434,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,397,0.4192581214891302,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5543,0.419047619047619,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14910,0.419047619047619,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9234,0.4186448223515796,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5957,0.418317294650109,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,83,0.418006647471349,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3361,0.41780719280719286,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11773,0.41771067114488647,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5546,0.4166666666666667,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1261,0.41666666666666663,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,16292,0.41646125116713356,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3281,0.41552812793528837,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10794,0.4149572649572649,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2512,0.4143496223870683,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,359,0.41419113585535855,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2048,0.4135059411172538,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9272,0.4134645325434799,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1808,0.41305754962875707,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2838,0.41240601503759394,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11768,0.41230972327909043,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2687,0.41223843081466216,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1922,0.4115570868105268,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8603,0.41053472671119734,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6338,0.41038583456019756,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2337,0.41004399218637555,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15,0.4096908584834281,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11467,0.4092945920977328,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,319,0.4083143724712414,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7310,0.40806043587587937,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9952,0.40801813034462064,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7222,0.40778571650565715,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2,0.40744812624793453,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1697,0.40603198404230173,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12030,0.40585070353618474,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10386,0.4056929396330217,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8438,0.4055056055056055,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9055,0.4054226999724375,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4442,0.40381263616557733,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1148,0.4037257375001807,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9762,0.40289708610188596,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2965,0.4026760047680641,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13181,0.4023310023310024,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8523,0.40219779998842264,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7789,0.40191414411320914,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3335,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4023,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6682,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7520,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,7991,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10935,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,13824,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14282,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15048,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,15380,0.39999999999999997,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3189,0.39935245913506784,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1773,0.3991215327780569,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3985,0.3989247311827957,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12750,0.39816450308934276,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3016,0.39789311304930036,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1310,0.39733773104961895,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11384,0.39722055115128024,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2922,0.39644757017130383,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,8685,0.39595758750612287,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11714,0.3952711697718189,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,6786,0.3952694076835953,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9695,0.39502801120448183,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,1317,0.39496756597375793,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,2784,0.39494949494949494,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,12370,0.39444444444444443,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,9022,0.39435571292490446,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,10747,0.39360686081847984,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,14757,0.3931753065453666,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,11347,0.3930885184968203,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5277,0.39238822675369645,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,5258,0.3910180348613706,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,164,0.39085716913194773,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,4958,0.3898379346547613,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,804,0.38867141730922855,1000,0.1,-1,2025-10-25T10:12:30
2,LEVERAGE,3499,0.38770474990342113,1000,0.1,-1,2025-10-25T10:12:30
